Date,Rain (mm)
10-01-2024,1.27
11-01-2024,0
12-01-2024,0
13-01-2024,0
14-01-2024,0
15-01-2024,0
16-01-2024,0
17-01-2024,0
18-01-2024,0
19-01-2024,0
20-01-2024,0
21-01-2024,0
22-01-2024,0
23-01-2024,0
24-01-2024,0
25-01-2024,0
26-01-2024,0
27-01-2024,0
28-01-2024,0
29-01-2024,0
30-01-2024,0
31-01-2024,0
01-02-2024,0
02-02-2024,0.01
03-02-2024,0
04-02-2024,0
05-02-2024,0
06-02-2024,0
07-02-2024,0
08-02-2024,0
09-02-2024,0
10-02-2024,0
11-02-2024,0
12-02-2024,0
13-02-2024,0
14-02-2024,0
15-02-2024,0
16-02-2024,0
17-02-2024,0
18-02-2024,0
19-02-2024,0
20-02-2024,0
21-02-2024,0
22-02-2024,0
23-02-2024,0
24-02-2024,0
25-02-2024,0.04
26-02-2024,0
27-02-2024,0
28-02-2024,0
29-02-2024,0
01-03-2024,0
02-03-2024,0
03-03-2024,0
04-03-2024,0
05-03-2024,0
06-03-2024,0
07-03-2024,0
08-03-2024,0
09-03-2024,0
10-03-2024,0
11-03-2024,0
12-03-2024,0
13-03-2024,0
14-03-2024,0
15-03-2024,0
16-03-2024,0
17-03-2024,0.04
18-03-2024,0.2
19-03-2024,0.04
20-03-2024,0
21-03-2024,
22-03-2024,
23-03-2024,
24-03-2024,
25-03-2024,
26-03-2024,
27-03-2024,
28-03-2024,
29-03-2024,
30-03-2024,
31-03-2024,
01-04-2024,
02-04-2024,
03-04-2024,
04-04-2024,
05-04-2024,
06-04-2024,
07-04-2024,
08-04-2024,
09-04-2024,
10-04-2024,
11-04-2024,
12-04-2024,
13-04-2024,
14-04-2024,
15-04-2024,
16-04-2024,
17-04-2024,
18-04-2024,
19-04-2024,
20-04-2024,
21-04-2024,
22-04-2024,
23-04-2024,
24-04-2024,
25-04-2024,
26-04-2024,
27-04-2024,
28-04-2024,
29-04-2024,
30-04-2024,
01-05-2024,
02-05-2024,
03-05-2024,
04-05-2024,
05-05-2024,
06-05-2024,
07-05-2024,
08-05-2024,
09-05-2024,
10-05-2024,
11-05-2024,
12-05-2024,
13-05-2024,
14-05-2024,
15-05-2024,
16-05-2024,
17-05-2024,
18-05-2024,
19-05-2024,
20-05-2024,
21-05-2024,
22-05-2024,
23-05-2024,
24-05-2024,
25-05-2024,
26-05-2024,
27-05-2024,
28-05-2024,
29-05-2024,
30-05-2024,
31-05-2024,
01-06-2024,
02-06-2024,
03-06-2024,
04-06-2024,
05-06-2024,
06-06-2024,
07-06-2024,
08-06-2024,
09-06-2024,
10-06-2024,
11-06-2024,
12-06-2024,
13-06-2024,
14-06-2024,
15-06-2024,
16-06-2024,
17-06-2024,
18-06-2024,
19-06-2024,
20-06-2024,
21-06-2024,
22-06-2024,
23-06-2024,
24-06-2024,
25-06-2024,
26-06-2024,
27-06-2024,
28-06-2024,
29-06-2024,
30-06-2024,
01-07-2024,
02-07-2024,
03-07-2024,
04-07-2024,
05-07-2024,
06-07-2024,
07-07-2024,
08-07-2024,
09-07-2024,
10-07-2024,
11-07-2024,
12-07-2024,
13-07-2024,
14-07-2024,
15-07-2024,
16-07-2024,
17-07-2024,
18-07-2024,
19-07-2024,
20-07-2024,
21-07-2024,
22-07-2024,
23-07-2024,
24-07-2024,
25-07-2024,
26-07-2024,
27-07-2024,
28-07-2024,
29-07-2024,
30-07-2024,
31-07-2024,
